No,Position Level,Position Title,State,Age,Years of Exp.,Industry,Qualification,Salary (Rp)
1361,Manager  /  Assistant Manager,Assistant Manager,Kalimantan Timur,47,20,Finance / Securities / Insurance / Real Estate,Master's Degree / Post Graduate Degree,7790000
1362,Manager  /  Assistant Manager,Assistant Manager,Jakarta Raya,46,21,Finance / Securities / Insurance / Real Estate,Bachelor's Degree,12500000
1363,Manager  /  Assistant Manager,Assistant Manager,Jawa Barat,46,21,Manufacturing,Bachelor's Degree,10000000
1364,Manager  /  Assistant Manager,Assistant Manager,Banten,45,19,Agriculture / Plantations / Aquaculture,Bachelor's Degree,10000000
1365,Manager  /  Assistant Manager,Assistant Manager,Jawa Barat,45,19,Automotive / Heavy Industry,Bachelor's Degree,10000000
1366,Manager  /  Assistant Manager,Assistant Manager,Jawa Barat,45,18,Manufacturing,Bachelor's Degree,8500000
1367,Manager  /  Assistant Manager,Assistant Manager,Jawa Barat,45,17,Manufacturing,Bachelor's Degree,8000000
1368,Manager  /  Assistant Manager,Assistant Manager,Jakarta Raya,45,17,Services,Bachelor's Degree,8000000
1369,Manager  /  Assistant Manager,Assistant Manager,Jakarta Raya,45,17,Finance / Securities / Insurance / Real Estate,Bachelor's Degree,8000000
1370,Manager  /  Assistant Manager,Assistant Manager,Jawa Barat,45,21,Automotive / Heavy Industry,Bachelor's Degree,8000000
1371,Manager  /  Assistant Manager,Assistant Manager,Riau,45,22,Construction,Bachelor's Degree,8000000
1372,Manager  /  Assistant Manager,Assistant Manager,Jakarta Raya,45,20,Wholesale / Retail / Trading,Bachelor's Degree,7800000
1373,Manager  /  Assistant Manager,Assistant Manager,Bali,45,17,Manufacturing,Bachelor's Degree,7500000
1374,Manager  /  Assistant Manager,Assistant Manager,Jakarta Raya,44,20,Automotive / Heavy Industry,Bachelor's Degree,12000000
1375,Manager  /  Assistant Manager,Assistant Manager,Jawa Barat,44,24,Energy / Electricity / Water / Natural Resources,Bachelor's Degree,11681800
1376,Manager  /  Assistant Manager,Sales Engineer,Jakarta Raya,42,20,Manufacturing,Bachelor's Degree,7600000
1377,Manager  /  Assistant Manager,Sales Engineer,Jakarta Raya,41,14,Manufacturing,Bachelor's Degree,9500000
1378,Manager  /  Assistant Manager,Sales Engineer,Jawa Barat,39,14,Manufacturing,Bachelor's Degree,9800000
1379,Manager  /  Assistant Manager,Sales Engineer,Jawa Timur,39,15,Manufacturing,Bachelor's Degree,9000000
1380,Manager  /  Assistant Manager,Sales Engineer,Riau,38,9,Automotive / Heavy Industry,Bachelor's Degree,12000000
1381,Manager  /  Assistant Manager,Sales Engineer,Jawa Barat,38,16,Others,Associate Degree,12000000
1382,Manager  /  Assistant Manager,Sales Engineer,Jawa Barat,37,10,Manufacturing,Bachelor's Degree,10000000
1383,Manager  /  Assistant Manager,Sales Engineer,Jawa Barat,36,15,Manufacturing,Bachelor's Degree,7000000
1384,Manager  /  Assistant Manager,Sales Engineer,Jawa Barat,35,12,Automotive / Heavy Industry,Bachelor's Degree,13000000
1385,Manager  /  Assistant Manager,Sales Engineer,Jakarta Raya,34,15,Construction,Bachelor's Degree,12000000
1386,Manager  /  Assistant Manager,Sales Engineer,Jakarta Raya,34,11,Automotive / Heavy Industry,Bachelor's Degree,8500000
1387,Manager  /  Assistant Manager,Sales Engineer,Jakarta Raya,32,13,Manufacturing,Bachelor's Degree,12500000
1388,Manager  /  Assistant Manager,Sales Engineer,Banten,32,10,Services,Bachelor's Degree,12000000
1389,Manager  /  Assistant Manager,Sales Engineer,Jawa Barat,32,14,IT / Telecommunication,Associate Degree,12000000
1390,Manager  /  Assistant Manager,Sales Engineer,Jawa Barat,32,7,Manufacturing,Bachelor's Degree,9500000
1391,Manager  /  Assistant Manager,Sales Engineer,Jakarta Raya,31,6,IT / Telecommunication,Bachelor's Degree,7000000
1392,Manager  /  Assistant Manager,Sales Engineer,Yogyakarta,31,9,IT / Telecommunication,Associate Degree,5600000
1393,Manager  /  Assistant Manager,Sales Engineer,Jawa Barat,30,7,Energy / Electricity / Water / Natural Resources,Bachelor's Degree,9500000
1394,Manager  /  Assistant Manager,Sales Engineer,Jakarta Raya,30,6,Automotive / Heavy Industry,Bachelor's Degree,5000000
1395,Manager  /  Assistant Manager,Sales Engineer,Banten,29,6,IT / Telecommunication,Bachelor's Degree,5000000
1396,Manager  /  Assistant Manager,Sales Engineer,Jawa Barat,27,6,Wholesale / Retail / Trading,Associate Degree,7000000
1397,Supervisor  /  Coordinator,Sales Engineer,Jakarta Raya,49,22,Construction,Bachelor's Degree,4500000
1398,Supervisor  /  Coordinator,Sales Engineer,Jakarta Raya,46,15,Wholesale / Retail / Trading,Bachelor's Degree,3000000
1399,Supervisor  /  Coordinator,Sales Engineer,Jawa Barat,44,20,Construction,Associate Degree,6700000
1400,Supervisor  /  Coordinator,Sales Engineer,Banten,44,18,Construction,Bachelor's Degree,3500000
1401,Manager  /  Assistant Manager,Staff Accounting,Jawa Timur,38,12,0,Bachelor's Degree,5000000
1402,Manager  /  Assistant Manager,Staff Accounting,Jakarta Raya,37,9,Construction,Bachelor's Degree,3500000
1403,Manager  /  Assistant Manager,Staff Accounting,Jawa Barat,36,10,0,Bachelor's Degree,5000000
1404,Supervisor  /  Coordinator,Staff Accounting,Jakarta Raya,41,13,Wholesale / Retail / Trading,Bachelor's Degree,4500000
1405,Supervisor  /  Coordinator,Staff Accounting,Jakarta Raya,39,12,Finance / Securities / Insurance / Real Estate,Bachelor's Degree,4500000
1406,Supervisor  /  Coordinator,Staff Accounting,Jakarta Raya,38,15,Manufacturing,Associate Degree,3800000
1407,Supervisor  /  Coordinator,Staff Accounting,Jawa Tengah,37,10,Manufacturing,Bachelor's Degree,6000000
1408,Supervisor  /  Coordinator,Staff Accounting,Jawa Tengah,36,12,Transport / Storage / Freight / Shipping,Bachelor's Degree,3500000
1409,Supervisor  /  Coordinator,Staff Accounting,Jawa Tengah,34,12,Construction,Bachelor's Degree,3000000
1410,Supervisor  /  Coordinator,Staff Accounting,Banten,33,5,Manufacturing,Bachelor's Degree,3000000
1411,Supervisor  /  Coordinator,Staff Accounting,Jakarta Raya,32,9,Agriculture / Plantations / Aquaculture,Bachelor's Degree,6000000
1412,Supervisor  /  Coordinator,Staff Accounting,Jakarta Raya,31,8,Finance / Securities / Insurance / Real Estate,Bachelor's Degree,5000000
1413,Supervisor  /  Coordinator,Staff Accounting,Jawa Barat,31,7,0,Bachelor's Degree,5000000
1414,Supervisor  /  Coordinator,Staff Accounting,Jawa Barat,30,7,Finance / Securities / Insurance / Real Estate,Associate Degree,4000000
1415,Supervisor  /  Coordinator,Staff Accounting,Jawa Timur,30,9,Manufacturing,Bachelor's Degree,3550000
1416,Supervisor  /  Coordinator,Staff Accounting,Jawa Barat,29,7,Wholesale / Retail / Trading,Bachelor's Degree,6000000
1417,Supervisor  /  Coordinator,Staff Accounting,Jawa Barat,29,5,Manufacturing,Bachelor's Degree,5000000
1418,Supervisor  /  Coordinator,Staff Accounting,Jawa Barat,28,9,Manufacturing,Bachelor's Degree,5700000
1419,Supervisor  /  Coordinator,Staff Accounting,Jakarta Raya,28,7,Automotive / Heavy Industry,Bachelor's Degree,5000000
1420,Supervisor  /  Coordinator,Staff Accounting,Sumatera Utara,28,6,Manufacturing,Bachelor's Degree,5000000
1421,Supervisor  /  Coordinator,Staff Accounting,Banten,28,5,Services,Bachelor's Degree,3500000
1422,Supervisor  /  Coordinator,Staff Accounting,Jakarta Raya,28,6,Services,Bachelor's Degree,3500000
1423,Supervisor  /  Coordinator,Staff Accounting,Jakarta Raya,27,5,Agriculture / Plantations / Aquaculture,Bachelor's Degree,5500000
1424,Supervisor  /  Coordinator,Staff Accounting,Jawa Barat,27,6,Energy / Electricity / Water / Natural Resources,Associate Degree,4500000
1425,Supervisor  /  Coordinator,Staff Accounting,Jawa Barat,26,5,Others,Bachelor's Degree,4500000
1426,Manager  /  Assistant Manager,Sales Executive,Jawa Barat,39,13,Manufacturing,Bachelor's Degree,8000000
1427,Manager  /  Assistant Manager,Sales Executive,Jakarta Raya,39,13,Wholesale / Retail / Trading,Bachelor's Degree,6300000
1428,Manager  /  Assistant Manager,Sales Executive,Jawa Barat,31,9,Manufacturing,Bachelor's Degree,5500000
1429,Manager  /  Assistant Manager,Sales Executive,Jawa Timur,30,5,Manufacturing,Bachelor's Degree,8000000
1430,Manager  /  Assistant Manager,Sales Executive,Jawa Barat,29,8,Manufacturing,Associate Degree,3500000
1431,Manager  /  Assistant Manager,Sales Executive,Jawa Barat,27,5,Wholesale / Retail / Trading,Bachelor's Degree,6500000
1432,Supervisor  /  Coordinator,Sales Executive,Jakarta Raya,52,21,Automotive / Heavy Industry,Bachelor's Degree,7000000
1433,Supervisor  /  Coordinator,Sales Executive,Sumatera Selatan,46,18,IT / Telecommunication,Bachelor's Degree,2500000
1434,Supervisor  /  Coordinator,Sales Executive,Jawa Timur,43,12,Finance / Securities / Insurance / Real Estate,Master's Degree / Post Graduate Degree,5000000
1435,Supervisor  /  Coordinator,Sales Executive,Jawa Timur,41,14,Manufacturing,Bachelor's Degree,4000000
1436,Supervisor  /  Coordinator,Sales Executive,Jawa Timur,40,14,Manufacturing,Bachelor's Degree,3200000
1437,Supervisor  /  Coordinator,Sales Executive,Jakarta Raya,37,12,Services,Bachelor's Degree,4500000
1438,Supervisor  /  Coordinator,Sales Executive,Jakarta Raya,37,10,Automotive / Heavy Industry,Bachelor's Degree,2650000
1439,Supervisor  /  Coordinator,Sales Executive,Jakarta Raya,36,12,Transport / Storage / Freight / Shipping,Bachelor's Degree,8000000
1440,Supervisor  /  Coordinator,Sales Executive,Jawa Barat,36,10,Automotive / Heavy Industry,Bachelor's Degree,8000000
1441,Supervisor  /  Coordinator,Sales Executive,Jawa Timur,36,16,Automotive / Heavy Industry,Bachelor's Degree,7080000
1442,Supervisor  /  Coordinator,Sales Executive,Jakarta Raya,36,15,Services,Associate Degree,5500000
1443,Supervisor  /  Coordinator,Sales Executive,Jawa Barat,36,7,Services,Bachelor's Degree,5500000
1444,Supervisor  /  Coordinator,Sales Executive,Jawa Timur,36,13,Manufacturing,Bachelor's Degree,5000000
1445,Supervisor  /  Coordinator,Sales Executive,Jakarta Raya,35,9,Transport / Storage / Freight / Shipping,Bachelor's Degree,5000000
1446,Supervisor  /  Coordinator,Sales Executive,Jawa Timur,35,14,Energy / Electricity / Water / Natural Resources,Associate Degree,3700000
1447,Supervisor  /  Coordinator,Sales Executive,Jawa Tengah,35,11,Energy / Electricity / Water / Natural Resources,Bachelor's Degree,3000000
1448,Supervisor  /  Coordinator,Sales Executive,Jakarta Raya,34,10,Transport / Storage / Freight / Shipping,Bachelor's Degree,7000000
1449,Supervisor  /  Coordinator,Sales Executive,Jakarta Raya,34,8,Automotive / Heavy Industry,Bachelor's Degree,6700000
1450,Supervisor  /  Coordinator,Sales Executive,Jawa Timur,34,10,Automotive / Heavy Industry,Associate Degree,4500000
1451,Manager  /  Assistant Manager,Technical Support,Jawa Barat,52,28,IT / Telecommunication,Bachelor's Degree,12000000
1452,Manager  /  Assistant Manager,Technical Support,Jawa Barat,44,21,Manufacturing,Associate Degree,8000000
1453,Manager  /  Assistant Manager,Technical Support,Jawa Barat,42,13,Services,Bachelor's Degree,7500000
1454,Manager  /  Assistant Manager,Technical Support,Yogyakarta,40,20,IT / Telecommunication,Associate Degree,9550000
1455,Manager  /  Assistant Manager,Technical Support,Jakarta Raya,39,15,IT / Telecommunication,Bachelor's Degree,12000000
1456,Manager  /  Assistant Manager,Technical Support,Jawa Timur,39,14,Manufacturing,Bachelor's Degree,6500000
1457,Manager  /  Assistant Manager,Technical Support,Jawa Timur,38,13,Services,Bachelor's Degree,12000000
1458,Manager  /  Assistant Manager,Technical Support,Jawa Barat,38,14,Automotive / Heavy Industry,Bachelor's Degree,11700000
1459,Manager  /  Assistant Manager,Technical Support,Jakarta Raya,37,14,Wholesale / Retail / Trading,Bachelor's Degree,2000000
1460,Manager  /  Assistant Manager,Technical Support,Jawa Barat,36,11,Wholesale / Retail / Trading,Bachelor's Degree,12000000
1461,Manager  /  Assistant Manager,Technical Support,Jakarta Raya,36,10,Services,Bachelor's Degree,6500000
1462,Manager  /  Assistant Manager,Technical Support,Jawa Barat,36,11,Wholesale / Retail / Trading,Bachelor's Degree,6500000
1463,Manager  /  Assistant Manager,Technical Support,Jakarta Raya,35,12,Manufacturing,Associate Degree,8000000
1464,Manager  /  Assistant Manager,Technical Support,Jakarta Raya,32,7,Wholesale / Retail / Trading,Bachelor's Degree,8000000
1465,Manager  /  Assistant Manager,Technical Support,Jakarta Raya,32,6,Manufacturing,Bachelor's Degree,7500000
1466,Manager  /  Assistant Manager,Technical Support,Jakarta Raya,32,11,Construction,Master's Degree / Post Graduate Degree,5500000
1467,Manager  /  Assistant Manager,Technical Support,Jawa Barat,30,7,Construction,Bachelor's Degree,9000000
1468,Manager  /  Assistant Manager,Technical Support,Jakarta Raya,29,6,IT / Telecommunication,Bachelor's Degree,10000000
1469,Manager  /  Assistant Manager,Technical Support,Banten,29,8,Manufacturing,Bachelor's Degree,9000000
1470,Manager  /  Assistant Manager,Technical Support,Jakarta Raya,29,8,Services,Bachelor's Degree,6500000
1471,Manager  /  Assistant Manager,Technical Support,Jakarta Raya,28,10,Manufacturing,Bachelor's Degree,5000000
1472,Supervisor  /  Coordinator,Technical Support,Jawa Barat,61,31,Energy / Electricity / Water / Natural Resources,Associate Degree,9000000
1473,Supervisor  /  Coordinator,Technical Support,Banten,44,21,IT / Telecommunication,Bachelor's Degree,5000000
1474,Supervisor  /  Coordinator,Technical Support,Jakarta Raya,44,15,Wholesale / Retail / Trading,Bachelor's Degree,2000000
1475,Supervisor  /  Coordinator,Technical Support,Jawa Timur,43,13,Agriculture / Plantations / Aquaculture,Bachelor's Degree,7000000
1476,CEO  /  GM  /  Director  /  Senior Manager,Marketing Manager,Banten,53,26,Finance / Securities / Insurance / Real Estate,Bachelor's Degree,10000000
1477,CEO  /  GM  /  Director  /  Senior Manager,Marketing Manager,Jakarta Raya,51,30,Manufacturing,Bachelor's Degree,23000000
1478,CEO  /  GM  /  Director  /  Senior Manager,Marketing Manager,Jawa Barat,50,22,Finance / Securities / Insurance / Real Estate,Associate Degree,22000000
1479,CEO  /  GM  /  Director  /  Senior Manager,Marketing Manager,Jawa Tengah,50,26,Wholesale / Retail / Trading,Bachelor's Degree,15000000
1480,CEO  /  GM  /  Director  /  Senior Manager,Marketing Manager,Jakarta Raya,50,26,Services,Bachelor's Degree,12000000
1481,CEO  /  GM  /  Director  /  Senior Manager,Marketing Manager,Jakarta Raya,50,25,Others,Bachelor's Degree,10000000
1482,CEO  /  GM  /  Director  /  Senior Manager,Marketing Manager,Jakarta Raya,49,20,Manufacturing,Bachelor's Degree,20000000
1483,CEO  /  GM  /  Director  /  Senior Manager,Marketing Manager,Jakarta Raya,49,25,Manufacturing,Bachelor's Degree,10000000
1484,CEO  /  GM  /  Director  /  Senior Manager,Marketing Manager,Jawa Barat,48,27,Manufacturing,Master's Degree / Post Graduate Degree,15000000
1485,CEO  /  GM  /  Director  /  Senior Manager,Marketing Manager,Jawa Barat,48,24,Wholesale / Retail / Trading,Master's Degree / Post Graduate Degree,15000000
1486,CEO  /  GM  /  Director  /  Senior Manager,Marketing Manager,Jawa Timur,48,25,Wholesale / Retail / Trading,Bachelor's Degree,13500000
1487,CEO  /  GM  /  Director  /  Senior Manager,Marketing Manager,Jawa Barat,48,21,Manufacturing,Bachelor's Degree,10000000
1488,CEO  /  GM  /  Director  /  Senior Manager,Marketing Manager,Jawa Barat,48,23,Services,Master's Degree / Post Graduate Degree,8000000
1489,CEO  /  GM  /  Director  /  Senior Manager,Marketing Manager,Jawa Timur,47,27,Others,Bachelor's Degree,16000000
1490,CEO  /  GM  /  Director  /  Senior Manager,Marketing Manager,Sumatera Utara,47,20,Services,Bachelor's Degree,14000000
1491,CEO  /  GM  /  Director  /  Senior Manager,Marketing Manager,Jawa Barat,47,25,Manufacturing,Associate Degree,10000000
1492,CEO  /  GM  /  Director  /  Senior Manager,Marketing Manager,Jakarta Raya,46,26,Services,Master's Degree / Post Graduate Degree,20000000
1493,CEO  /  GM  /  Director  /  Senior Manager,Marketing Manager,Jakarta Raya,46,21,Others,Master's Degree / Post Graduate Degree,15000000
1494,CEO  /  GM  /  Director  /  Senior Manager,Marketing Manager,Banten,45,21,Manufacturing,Bachelor's Degree,20000000
1495,CEO  /  GM  /  Director  /  Senior Manager,Marketing Manager,Jakarta Raya,45,21,Services,Bachelor's Degree,20000000
1496,CEO  /  GM  /  Director  /  Senior Manager,Marketing Manager,Jawa Timur,45,21,0,Bachelor's Degree,20000000
1497,CEO  /  GM  /  Director  /  Senior Manager,Marketing Manager,Jawa Barat,45,23,Others,Bachelor's Degree,16500000
1498,CEO  /  GM  /  Director  /  Senior Manager,Marketing Manager,Sulawesi Selatan,45,21,IT / Telecommunication,Bachelor's Degree,15000000
1499,CEO  /  GM  /  Director  /  Senior Manager,Marketing Manager,Jakarta Raya,45,23,IT / Telecommunication,Bachelor's Degree,15000000
1500,CEO  /  GM  /  Director  /  Senior Manager,Marketing Manager,Not Specified,45,20,Services,Bachelor's Degree,14000000
1501,CEO  /  GM  /  Director  /  Senior Manager,Engineering,Jawa Barat,57,31,Manufacturing,Master's Degree / Post Graduate Degree,29500000
1502,CEO  /  GM  /  Director  /  Senior Manager,Engineering,Jakarta Raya,53,24,Construction,Bachelor's Degree,12000000
1503,CEO  /  GM  /  Director  /  Senior Manager,Engineering,Jawa Barat,50,23,Energy / Electricity / Water / Natural Resources,Bachelor's Degree,21000000
1504,CEO  /  GM  /  Director  /  Senior Manager,Engineering,Jakarta Raya,50,23,Finance / Securities / Insurance / Real Estate,Bachelor's Degree,20000000
1505,CEO  /  GM  /  Director  /  Senior Manager,Engineering,Jakarta Raya,50,28,Manufacturing,Bachelor's Degree,18000000
1506,CEO  /  GM  /  Director  /  Senior Manager,Engineering,Sumatera Utara,49,26,0,Master's Degree / Post Graduate Degree,25000000
